STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,ALARM_SOURCE_DESCRIPTION_TX,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY
1.50E+15,1/1/2015 19:15,BRONX,2689,LAFAYETTE AVE & THERIOT AVE,BRONX,10473,43,UCT/911,Odor - Other Smoke,NonMedical Emergencies,11
1.50E+15,1/1/2015 19:15,BRONX,4131,SWINTON & DEWEY AVES,BRONX,10465,45,UCT/911,Utility Emergency - Electric,NonMedical Emergencies,13
1.50E+15,1/1/2015 19:15,QUEENS,2412,LEFFERTS BLVD & ROCKAWAY BLVD,QUEENS,11420,106,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/1/2015 19:16,BROOKLYN,920,ALBANY AVE & PROSPECT PL,BROOKLYN,11213,77,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,11
1.50E+15,1/1/2015 19:16,MANHATTAN,401,RIDGE & STANTON STS,MANHATTAN,10002,7,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,4
1.50E+15,1/1/2015 19:16,MANHATTAN,648,2 AVE & E 27 ST,MANHATTAN,10016,13,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 19:18,RICHMOND / STATEN ISLAND,727,HEBERTON AND CASTLETON AVES,RICHMOND / STATEN ISLAND,10302,121,UCT/911,Manhole Fire - Other,NonStructural Fires,18
1.50E+15,1/1/2015 19:19,BROOKLYN,1030,KINGSTON & LEFFERTS AVES,BROOKLYN,11225,71,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,15
1.50E+15,1/1/2015 19:19,BROOKLYN,184,MASPETH AVE & CONSELYEA ST,BROOKLYN,11211,94,UCT/911,Odor - Other Smoke,NonMedical Emergencies,14
1.50E+15,1/1/2015 19:20,BRONX,3250,PAULDING AVE & NEILL AVE,BRONX,10462,49,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,10
1.50E+15,1/1/2015 19:20,BROOKLYN,8386,"LINDEN PLAZA HOUSES, DUMONT AVE. & ELDER",BROOKLYN,11208,75,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 19:21,MANHATTAN,1334,PARK AVE & 110 ST,MANHATTAN,10029,23,UCT/911,Utility Emergency - Water,NonMedical Emergencies,12
1.50E+15,1/1/2015 19:22,MANHATTAN,464,4 AVE & 13 ST,MANHATTAN,10003,9,Verbal,Utility Emergency - Water,NonMedical Emergencies,17
1.50E+15,1/1/2015 19:23,BROOKLYN,3382,AVENUE Y & W2 ST,BROOKLYN,11223,60,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,4
1.50E+15,1/1/2015 19:23,MANHATTAN,987,LEXINGTON AVE & 67 ST,MANHATTAN,10065,19,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,3
1.50E+15,1/1/2015 19:25,MANHATTAN,1524,ST. NICHOLAS AVE & 130 ST,MANHATTAN,10027,32,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,11
1.50E+15,1/1/2015 19:26,QUEENS,8865,128 ST & 115 AVE,QUEENS,11420,106,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,134
1.50E+15,1/1/2015 19:26,BRONX,3077,CASTLE HILL AVE OPP LYVERE ST,BRONX,10461,45,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,267
1.50E+15,1/1/2015 19:27,MANHATTAN,283,BOWERY & RIVINGTON ST,MANHATTAN,10002,5,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 19:28,QUEENS,7747,ASTORIA BLVD AND 86TH ST,QUEENS,11369,115,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 19:28,BROOKLYN,3683,EMMONS AVE & BRAGG ST,BROOKLYN,11235,61,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 19:28,MANHATTAN,672,8 AVE & W 29 ST,MANHATTAN,10001,10,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,8
1.50E+15,1/1/2015 19:30,BROOKLYN,1590,CHURCH AVE & TROY AVE,BROOKLYN,11203,67,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 19:30,BRONX,2279,MELROSE AVE & 154 ST,BRONX,10455,40,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 19:31,QUEENS,2484,175 ST & 148 AVE,QUEENS,11434,105,PD Link/Medical,Vehicle Accident - Other,NonMedical Emergencies,7
1.50E+15,1/1/2015 19:31,BRONX,3143,ARTHUR AVE & E 180 ST,BRONX,10457,48,UCT/911,Utility Emergency - Electric,NonMedical Emergencies,6
1.50E+15,1/1/2015 19:31,BRONX,3633,214 ST & HOLLAND AVE,BRONX,10467,47,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,8
1.50E+15,1/1/2015 19:32,BROOKLYN,952,BEDFORD AVE & PARK PL,BROOKLYN,11216,77,UCT/911,Other Commercial Building Fire,Structural Fires,11
1.50E+15,1/1/2015 19:32,BROOKLYN,1371,KING ST & DWIGHT ST,BROOKLYN,11231,76,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/1/2015 19:32,MANHATTAN,1450,POWELL BLVD & W 122 ST,MANHATTAN,10027,28,Phone,Utility Emergency - Water,NonMedical Emergencies,79
1.50E+15,1/1/2015 19:33,BROOKLYN,3413,AVENUE T & W 5 ST,BROOKLYN,11223,62,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,3
1.50E+15,1/1/2015 19:34,MANHATTAN,1538,5 AVE & E 132 ST,MANHATTAN,10037,25,UCT/911,Utility Emergency - Water,NonMedical Emergencies,16
1.50E+15,1/1/2015 19:35,QUEENS,6720,UNION TPK & WINCHESTER BLVD,QUEENS,11427,105,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,60
1.50E+15,1/1/2015 19:36,BRONX,2349,WALTON AVE & E 161 ST,BRONX,10451,44,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,7
1.50E+15,1/1/2015 19:36,BRONX,2958,WALTON AVE & 176 ST,BRONX,10453,46,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,27
1.50E+15,1/1/2015 19:37,MANHATTAN,399,6 AVE & W 8 ST,MANHATTAN,10011,6,EMS Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,7
1.50E+15,1/1/2015 19:37,MANHATTAN,419,AVENUE B & 2 ST,MANHATTAN,10009,9,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,18
1.50E+15,1/1/2015 19:37,MANHATTAN,1257,MADISON & 99 ST,MANHATTAN,10029,23,UCT/911,Utility Emergency - Water,NonMedical Emergencies,29
1.50E+15,1/1/2015 19:40,MANHATTAN,1167,RIVERSIDE DR & 86 ST,MANHATTAN,10024,24,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 19:41,BROOKLYN,3878,STILLWELL AVE & 81 ST,BROOKLYN,11223,62,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,263
1.50E+15,1/1/2015 19:44,BROOKLYN,876,RALPH AVE & MADISON ST,BROOKLYN,11221,81,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,57
1.50E+15,1/1/2015 19:44,BROOKLYN,3539,SURF AVE & W 28 ST,BROOKLYN,11224,60,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 19:45,BROOKLYN,658,NOSTRAND AVE & QUINCY ST,BROOKLYN,11216,79,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,16
1.50E+15,1/1/2015 19:46,MANHATTAN,1447,PARK AVE & 122 ST,MANHATTAN,10035,25,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 19:47,BROOKLYN,1039,BROOKLYN AVE & EASTERN PKWY,BROOKLYN,11213,71,UCT/911,Private Dwelling Fire,Structural Fires,10
1.50E+15,1/1/2015 19:47,MANHATTAN,856,6 AVE & W 50 ST,MANHATTAN,10019,18,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 19:48,QUEENS,3153,QUEENS BLVD & 78 AVE,QUEENS,11375,112,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 19:50,MANHATTAN,1815,BROADWAY AND DONGAN PL,MANHATTAN,10040,34,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,7
1.50E+15,1/1/2015 19:50,BRONX,2529,M.L.KING JR BLVD & W 165 ST,BRONX,10452,44,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/1/2015 19:51,BROOKLYN,42,MANHATTAN & GREENPOINT AVES,BROOKLYN,11222,94,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 19:51,BROOKLYN,8669,BQE BET AINSLIE ST & KENT AVE,BROOKLYN,11249,90,UCT/911,Vehicle Accident - Other,NonMedical Emergencies,35
1.50E+15,1/1/2015 19:51,MANHATTAN,1544,CONVENT AVE & 133 ST,MANHATTAN,10027,26,UCT/911,Utility Emergency - Water,NonMedical Emergencies,11
1.50E+15,1/1/2015 19:52,BRONX,3424,WARING AVE & MATTHEWS AVE,BRONX,10467,49,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 19:52,QUEENS,9432,161 ST-700 NORTH OF JEWEL AVE,QUEENS,11365,107,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 19:54,BROOKLYN,917,SCHENECTADY AVE & BERGEN ST,BROOKLYN,11213,77,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,493
1.50E+15,1/1/2015 19:55,QUEENS,7339,78 AVE & 88 ST,QUEENS,11385,104,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 19:57,BRONX,4476,TILLOTSON AND TIEMANN AVES,BRONX,10469,47,Phone,Odor - Other Than Smoke,NonMedical Emergencies,76
1.50E+15,1/1/2015 19:58,BROOKLYN,363,TOMPKINS & PARK AVES,BROOKLYN,11206,79,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 19:59,MANHATTAN,1469,ST. NICHOLAS AVE & 124 ST,MANHATTAN,10027,26,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 20:00,BRONX,2736,BRYANT AVE & JENNINGS ST,BRONX,10460,42,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 20:01,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,24
1.50E+15,1/1/2015 20:01,QUEENS,2675,135 AVE & FARMERS BLVD,QUEENS,11434,113,Private Fire Alarm,Private Dwelling Fire,Structural Fires,95
1.50E+15,1/1/2015 20:02,BROOKLYN,803,KNICKERBOCKER & GATES AVE,BROOKLYN,11221,83,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,4
1.50E+15,1/1/2015 20:02,MANHATTAN,932,10 AVE & W 59 ST,MANHATTAN,10019,20,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,63
1.50E+15,1/1/2015 20:07,MANHATTAN,685,2 AVE & E 31 ST,MANHATTAN,10016,17,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,9
1.50E+15,1/1/2015 20:08,MANHATTAN,1507,CONVENT AVE & 128 ST,MANHATTAN,10027,26,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,205
1.50E+15,1/1/2015 20:10,BROOKLYN,8623,BELT PWAY BET BAY PWAY & CROPSEY AVE,BROOKLYN,11214,60,PD Link/Medical,Vehicle Accident - Other,NonMedical Emergencies,36
1.50E+15,1/1/2015 20:11,QUEENS,5939,147 DR & 259 ST,QUEENS,11422,105,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 20:11,MANHATTAN,1715,AMSTERDAM AVE & 172 ST,MANHATTAN,10032,33,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 20:11,QUEENS,9172,99 ST & 65 RD,QUEENS,11374,112,UCT/911,Multiple Dwelling 'A' - Other fire,Structural Fires,6
1.50E+15,1/1/2015 20:12,MANHATTAN,439,E 7 ST & AVE C\LOISAIDA AVE,MANHATTAN,10009,9,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/1/2015 20:13,MANHATTAN,401,RIDGE & STANTON STS,MANHATTAN,10002,7,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,14
1.50E+15,1/1/2015 20:16,BRONX,2755,CROMWELL AVE & W 170 ST,BRONX,10452,44,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 20:16,MANHATTAN,714,BROADWAY & W 34 ST,MANHATTAN,10001,14,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 20:16,BROOKLYN,369,NOSTRAND & PARK AVES,BROOKLYN,11205,79,UCT/911,Non-Medical MFA - Phone,NonMedical MFAs,8
1.50E+15,1/1/2015 20:16,MANHATTAN,933,BROADWAY & W 59 ST,MANHATTAN,10019,18,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 20:17,BROOKLYN,2321,SNYDER AVE & E 48 ST,BROOKLYN,11203,67,Verbal,Assist Civilian - Non-Medical,NonMedical Emergencies,25
1.50E+15,1/1/2015 20:19,BROOKLYN,953,NOSTRAND AVE & ST MARKS AVE,BROOKLYN,11216,77,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,9
1.50E+15,1/1/2015 20:19,BRONX,2771,GRAND CONCOURSE & 172 ST,BRONX,10457,44,UCT/911,Multiple Dwelling 'A' - Other fire,Structural Fires,7
1.50E+15,1/1/2015 20:20,MANHATTAN,1167,RIVERSIDE DR & 86 ST,MANHATTAN,10024,24,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 20:20,BRONX,3734,CORLEAR AVE & W 231 ST,BRONX,10463,50,UCT/911,Utility Emergency - Water,NonMedical Emergencies,17
1.50E+15,1/1/2015 20:21,BRONX,3128,LA FONTAINE AVE & 179 ST,BRONX,10457,48,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 20:21,MANHATTAN,427,AVENUE D & 4 ST,MANHATTAN,10009,9,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,23
1.50E+15,1/1/2015 20:23,MANHATTAN,1025,BROADWAY & 71 ST,MANHATTAN,10023,20,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,3
1.50E+15,1/1/2015 20:24,BROOKLYN,3832,"COLUMBIA ST, 500 FT N OF LORRAINE ST",BROOKLYN,11231,76,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,4
1.50E+15,1/1/2015 20:24,MANHATTAN,1618,POWELL BLVD & W 144 ST,MANHATTAN,10030,32,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 20:25,QUEENS,1091,CORNAGA AVE & GRASSMERE TERR,QUEENS,11691,101,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 20:25,MANHATTAN,1307,5 AVE & 106 ST,MANHATTAN,10029,23,UCT/911,Multiple Dwelling 'A' - Other fire,Structural Fires,13
1.50E+15,1/1/2015 20:25,BRONX,2294,ST ANNS AVE & E 156 ST,BRONX,10455,40,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,2
1.50E+15,1/1/2015 20:26,BROOKLYN,369,NOSTRAND & PARK AVES,BROOKLYN,11205,79,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,65
1.50E+15,1/1/2015 20:26,BROOKLYN,905,LEWIS & JEFFERSON AVES,BROOKLYN,11221,81,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 20:28,QUEENS,4697,ROCKAWAY BLVD & FARMERS BLVD,QUEENS,11434,113,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,14
1.50E+15,1/1/2015 20:29,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,34
1.50E+15,1/1/2015 20:30,QUEENS,9800,ARCHER AVE & STANDARD PL,QUEENS,11433,103,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 20:31,BRONX,3194,MORRIS AVE & 183 ST,BRONX,10453,46,UCT/911,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,6
1.50E+15,1/1/2015 20:31,MANHATTAN,1017,YORK AVE & 69 ST,MANHATTAN,10021,19,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,12
1.50E+15,1/1/2015 20:32,QUEENS,5246,HILLSIDE AVE & 179 ST,QUEENS,11432,103,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,8
1.50E+15,1/1/2015 20:35,QUEENS,7387,35 AVE & 31 ST,QUEENS,11106,114,PD Link/Medical,Vehicle Accident - Other,NonMedical Emergencies,8
1.50E+15,1/1/2015 20:37,MANHATTAN,541,GREENWICH & HORATIO STS,MANHATTAN,10014,6,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,7
1.50E+15,1/1/2015 20:38,MANHATTAN,706,8 AVE & W 33 ST,MANHATTAN,10001,14,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 20:39,BROOKLYN,2664,4 AVE & 54 ST,BROOKLYN,11220,72,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 20:42,QUEENS,5435,HEMPSTEAD AVE & SPRINGFIELD BLVD,QUEENS,11429,105,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 20:43,BROOKLYN,1549,FLATBUSH AVE & CATON AVE,BROOKLYN,11226,70,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,39
1.50E+15,1/1/2015 20:43,BROOKLYN,1782,RIDGEWOOD AVE & CLEVELAND ST,BROOKLYN,11207,75,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/1/2015 20:45,QUEENS,6542,GOETHALS AVE & 164 ST,QUEENS,11432,107,PD Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,9
1.50E+15,1/1/2015 20:47,MANHATTAN,615,6 AVE & W 23 ST,MANHATTAN,10010,13,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,63
1.50E+15,1/1/2015 20:48,BRONX,2231,JACKSON AVE & E 149 ST,BRONX,10455,40,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,5
1.50E+15,1/1/2015 20:48,BROOKLYN,2086,S/S LINDEN BLVD-300' E. OF LINCOLN AV,BROOKLYN,11208,75,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 20:49,BRONX,2716,MERRIAM AVE & W 169 ST,BRONX,10452,44,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,7
1.50E+15,1/1/2015 20:50,BROOKLYN,359,THROOP AVE & ELLERY ST,BROOKLYN,11206,79,UCT/911,Utility Emergency - Water,NonMedical Emergencies,12
1.50E+15,1/1/2015 20:51,RICHMOND / STATEN ISLAND,1413,BATH AVE & HYLAN BLVD,RICHMOND / STATEN ISLAND,10305,122,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 20:53,QUEENS,4939,PARSONS BLVD-500' N OF JEWEL AV,QUEENS,11365,107,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,8
1.50E+15,1/1/2015 20:55,BROOKLYN,2448,GLENWOOD RD & BEDFORD AVE,BROOKLYN,11210,70,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,4
1.50E+15,1/1/2015 20:55,QUEENS,6840,116 AVE & 225 ST,QUEENS,11411,105,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 20:56,MANHATTAN,617,8 AVE & W 23 ST,MANHATTAN,10011,10,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,15
1.50E+15,1/1/2015 20:57,BRONX,3692,SCHIEFFELIN AVE & 226 DR,BRONX,10466,47,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 20:57,BROOKLYN,1006,SCHENECTADY & E. NEW YORK AVES,BROOKLYN,11203,71,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,8
1.50E+15,1/1/2015 20:58,RICHMOND / STATEN ISLAND,8001,ST GEORGE FERRY TERM UL WAITING RM WESTE,RICHMOND / STATEN ISLAND,10301,120,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/1/2015 20:59,QUEENS,7178,E/S 10 ST 150' N OF 41 RD,QUEENS,11101,114,UCT/911,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,7
1.50E+15,1/1/2015 20:59,QUEENS,4262,69 ST & 60 RD,QUEENS,11378,104,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,9
1.50E+15,1/1/2015 21:01,BROOKLYN,935,GATES AVE & THROOP AVE,BROOKLYN,11221,79,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,12
1.50E+15,1/1/2015 21:02,BRONX,2221,GERARD AVE & E 149 ST,BRONX,10451,44,UCT/911,Utility Emergency - Electric,NonMedical Emergencies,8
1.50E+15,1/1/2015 21:03,QUEENS,3129,QUEENS BLVD & WOODHAVEN BLVD,QUEENS,11373,110,UCT/911,Demolition Debris or Rubbish Fire,NonStructural Fires,8
1.50E+15,1/1/2015 21:03,MANHATTAN,786,7 AVE & W 42 ST,MANHATTAN,10036,14,Private Fire Alarm,Theater or TV Studio Fire,Structural Fires,41
1.50E+15,1/1/2015 21:04,QUEENS,5010,108 AVE & 159 ST,QUEENS,11433,103,UCT/911,Utility Emergency - Water,NonMedical Emergencies,12
1.50E+15,1/1/2015 21:05,BRONX,3132,HONEYWELL AVE & 179 ST,BRONX,10460,48,UCT/911,Non-Medical MFA - Phone,NonMedical MFAs,6
1.50E+15,1/1/2015 21:06,QUEENS,7176,41 AVE & VERNON BLVD,QUEENS,11101,114,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,229
1.50E+15,1/1/2015 21:07,BRONX,2597,HOE AVE & HOME ST,BRONX,10459,42,UCT/911,Demolition Debris or Rubbish Fire,NonStructural Fires,6
1.50E+15,1/1/2015 21:08,BROOKLYN,3790,17 AVE & 56 ST,BROOKLYN,11204,66,UCT/911,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,5
1.50E+15,1/1/2015 21:08,BRONX,2534,GRAND CONCOURSE & MCCLELLAN ST,BRONX,10452,44,UCT/911,Utility Emergency - Water,NonMedical Emergencies,11
1.50E+15,1/1/2015 21:08,BROOKLYN,2167,AVENUE J & ROCKAWAY PWAY,BROOKLYN,11236,69,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,61
1.50E+15,1/1/2015 21:09,BROOKLYN,3576,W 5 ST 400' S 0F NEPTUNE AVE,BROOKLYN,11224,60,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,4
1.50E+15,1/1/2015 21:10,QUEENS,4149,MYRTLE AVE & CYPRESS HILLS ST,QUEENS,11385,104,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,12
1.50E+15,1/1/2015 21:12,BROOKLYN,2322,TILDEN AVE & E 49 ST,BROOKLYN,11203,67,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,4
1.50E+15,1/1/2015 21:12,QUEENS,9172,99 ST & 65 RD,QUEENS,11374,112,Verbal,Assist Civilian - Non-Medical,NonMedical Emergencies,28
1.50E+15,1/1/2015 21:12,MANHATTAN,1162,1 AVE & 86 ST,MANHATTAN,10028,19,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 21:13,BROOKLYN,2456,DITMAS AVE & EAST 21 ST,BROOKLYN,11226,70,EMS Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,67
1.50E+15,1/1/2015 21:14,BROOKLYN,1014,TROY AVE & EASTERN PKWY,BROOKLYN,11213,71,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,22
1.50E+15,1/1/2015 21:15,MANHATTAN,766,7 AVE & W 40 ST,MANHATTAN,10018,14,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,37
1.50E+15,1/1/2015 21:17,BRONX,3266,HAIGHT AVE & ESPLANADE,BRONX,10461,49,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,9
1.50E+15,1/1/2015 21:17,MANHATTAN,1078,1 AVE & 78 ST,MANHATTAN,10075,19,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 21:18,QUEENS,9465,58 RD & 136 ST,QUEENS,11355,109,UCT/911,Defective Oil Burner,NonMedical Emergencies,8
1.50E+15,1/1/2015 21:18,BROOKLYN,1382,VAN BRUNT ST & DELEVAN ST,BROOKLYN,11231,76,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 21:20,BROOKLYN,3535,SURF AVE & W 30 ST,BROOKLYN,11224,60,UCT/911,Other Commercial Building Fire,Structural Fires,8
1.50E+15,1/1/2015 21:22,BRONX,2940,WASHINGTON AVE & 175 ST,BRONX,10454,40,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,10
1.50E+15,1/1/2015 21:25,MANHATTAN,7143,IND A - W 207 ST & BWAY ST,MANHATTAN,10034,34,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/1/2015 21:28,BRONX,3459,LACONIA AVE & ARNOW AVE,BRONX,10469,49,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 21:28,BROOKLYN,1692,LIVONIA AVE & WATKINS ST,BROOKLYN,11212,73,Phone,Demolition Debris or Rubbish Fire,NonStructural Fires,29
1.50E+15,1/1/2015 21:28,MANHATTAN,789,PARK AVE & 42 ST,MANHATTAN,10017,14,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,4
1.50E+15,1/1/2015 21:30,BRONX,3577,PUTNAM PL & E GUN HILL RD,BRONX,10467,52,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,6
1.50E+15,1/1/2015 21:30,MANHATTAN,1323,BROADWAY & 108 ST,MANHATTAN,10025,24,UCT/911,Defective Oil Burner,NonMedical Emergencies,8
1.50E+15,1/1/2015 21:30,QUEENS,6671,209 ST & WHITEHALL TERRACE,QUEENS,11427,107,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 21:31,BROOKLYN,3698,AVENUE X & BRAGG ST,BROOKLYN,11229,61,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,3
